         1310224 function calls (1295341 primitive calls) in 2.278 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:2232(_any_dispatcher)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:2236(any)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:3(<module>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3033(_ndim_dispatcher)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3037(ndim)
     1831    0.005    0.000    0.019    0.000 fromnumeric.py:73(_wrapreduction)
     1831    0.002    0.000    0.002    0.000 fromnumeric.py:74(<dictcomp>)
        2    0.000    0.000    0.006    0.003 function_base.py:1(<module>)
     3600    0.001    0.000    0.001    0.000 function_base.py:1274(_interp_dispatcher)
     3600    0.008    0.000    0.037    0.000 function_base.py:1278(interp)
      900    0.000    0.000    0.000    0.000 function_base.py:1415(_angle_dispatcher)
      900    0.006    0.000    0.008    0.000 function_base.py:1419(angle)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        4    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
       31    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
       67    0.000    0.000    0.000    0.000 function_base.py:257(iterable)
       31    0.001    0.000    0.002    0.000 function_base.py:26(linspace)
      273    0.000    0.000    0.000    0.000 function_base.py:428(_needs_add_docstring)
      273    0.000    0.000    0.001    0.000 function_base.py:446(_add_docstring)
      273    0.001    0.000    0.004    0.000 function_base.py:460(add_newdoc)
     1800    0.000    0.000    0.000    0.000 function_base.py:4636(_append_dispatcher)
     1800    0.005    0.000    0.031    0.000 function_base.py:4640(append)
      668    0.003    0.000    0.005    0.000 functools.py:37(update_wrapper)
       20    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       20    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
      648    0.001    0.000    0.001    0.000 functools.py:67(wraps)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:234(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:259(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:262(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:287(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:308(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:329(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:353(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:356(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:397(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:423(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:426(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:465(InvertedLambertTransform)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gridspec.py:10(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:238(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:431(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:488(SubplotSpec)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.002    0.002 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1003(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1125(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1258(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1319(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:220(_ImageBase)
        1    0.000    0.000    0.006    0.006 image.py:4(<module>)
        1    0.000    0.000    0.000    0.000 image.py:832(AxesImage)
        1    0.000    0.000    0.016    0.016 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
     1637    0.001    0.000    0.001    0.000 inspect.py:158(isfunction)
      168    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
       56    0.000    0.000    0.001    0.000 inspect.py:1799(_signature_bound_method)
       56    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
       56    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
      643    0.005    0.000    0.014    0.000 inspect.py:2117(_signature_from_function)
  708/652    0.003    0.000    0.022    0.000 inspect.py:2198(_signature_from_callable)
       81    0.000    0.000    0.000    0.000 inspect.py:2226(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
     1910    0.003    0.000    0.005    0.000 inspect.py:2467(__init__)
     3008    0.000    0.000    0.000    0.000 inspect.py:2517(name)
      538    0.000    0.000    0.000    0.000 inspect.py:2521(default)
     1789    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
       18    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
      128    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
      753    0.003    0.000    0.004    0.000 inspect.py:2750(__init__)
       56    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
     2499    0.001    0.000    0.001    0.000 inspect.py:2799(<genexpr>)
      652    0.000    0.000    0.022    0.000 inspect.py:2829(from_callable)
      760    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       56    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
      110    0.000    0.000    0.001    0.000 inspect.py:2843(replace)
       56    0.000    0.000    0.001    0.000 inspect.py:3035(__str__)
      652    0.000    0.000    0.023    0.000 inspect.py:3081(signature)
      708    0.002    0.000    0.003    0.000 inspect.py:484(unwrap)
      780    0.000    0.000    0.001    0.000 inspect.py:504(_is_wrapper)
       91    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
       91    0.000    0.000    0.001    0.000 inspect.py:535(_finddoc)
     2325    0.002    0.000    0.041    0.000 inspect.py:594(getdoc)
     2573    0.026    0.000    0.045    0.000 inspect.py:613(cleandoc)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      144    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      293    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       91    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
     2700    0.014    0.000    0.307    0.000 layers.py:127(calculate_SM)
        1    0.000    0.000    0.020    0.020 layers.py:14(<module>)
        1    0.000    0.000    0.000    0.000 layers.py:186(GapLayer)
        1    0.000    0.000    0.000    0.000 layers.py:188(__init__)
        1    0.000    0.000    0.000    0.000 layers.py:223(HalfInfiniteLayer)
        2    0.000    0.000    0.000    0.000 layers.py:225(__init__)
     1800    0.007    0.000    0.101    0.000 layers.py:255(calculate_SM)
        1    0.000    0.000    0.000    0.000 layers.py:300(System)
        1    0.000    0.000    0.000    0.000 layers.py:302(__init__)
        1    0.000    0.000    0.000    0.000 layers.py:35(Layer)
        1    0.000    0.000    0.000    0.000 layers.py:381(compile)
      900    0.031    0.000    1.604    0.002 layers.py:388(solve)
        6    0.000    0.000    0.000    0.000 layers.py:40(__init__)
      900    0.046    0.000    0.114    0.000 layers.py:412(get_RTA)
      900    0.022    0.000    0.038    0.000 layers.py:428(get_ellips)
        5    0.000    0.000    0.000    0.000 layers.py:69(compile)
     5400    0.181    0.000    0.593    0.000 layers.py:72(solve)
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:283(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:49(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:260(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:264(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:306(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:338(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:342(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:413(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:426(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:438(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:442(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:547(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:551(__init__)
       11    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:647(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:664(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:702(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
