         1310224 function calls (1295341 primitive calls) in 2.278 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:1904(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1914(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1919(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1924(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1929(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1934(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1939(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1949(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1958(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1988(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:2003(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2041(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2068(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:212(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
        1    0.000    0.000    0.005    0.005 mathtext.py:2237(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2596(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:262(MathtextBackendPdf)
        1    0.000    0.000    0.005    0.005 mathtext.py:2822(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2822(<listcomp>)
    10726    0.002    0.000    0.003    0.000 mathtext.py:2823(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:292(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:322(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:3316(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:350(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:540(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:647(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:760(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:82(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:869(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:913(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:930(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:947(StixFonts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
        1    0.000    0.000    0.004    0.004 metals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1389(GaussianKDE)
        1    0.000    0.000    0.002    0.002 mlab.py:54(<module>)
        2    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
     1801    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
      252    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
       31    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
        1    0.000    0.000    0.024    0.024 multiarray.py:7(<module>)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.007    0.007 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.015    0.015 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:159(ones)
       31    0.000    0.000    0.000    0.000 numeric.py:1786(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2054(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.003    0.003 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1029(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1272(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1321(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1426(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1668(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:170(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1791(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1817(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:355(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:405(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:484(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:567(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:653(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:776(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       22    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       28    0.000    0.000    0.000    0.000 os.py:752(encode)
        9    0.000    0.000    0.000    0.000 os.py:756(decode)
        1    0.000    0.000    0.021    0.021 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.001    0.000    0.039    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.003    0.000 overrides.py:206(decorator)
      286    0.002    0.000    0.007    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:740(Quoter)
        1    0.000    0.000    0.013    0.013 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1084(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1175(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1233(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1335(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1364(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1451(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1495(Arc)
        6    0.000    0.000    0.006    0.001 patches.py:1774(_pprint_styles)
        6    0.000    0.000    0.005    0.001 patches.py:1781(<listcomp>)
      204    0.000    0.000    0.000    0.000 patches.py:1788(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1788(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1789(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:1793(<genexpr>)
      224    0.000    0.000    0.000    0.000 patches.py:1795(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1795(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1803(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1812(_Style)
       56    0.000    0.000    0.000    0.000 patches.py:1866(_register_style)
        1    0.000    0.000    0.002    0.002 patches.py:1874(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1910(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:1966(Square)
        1    0.000    0.000    0.000    0.000 patches.py:1994(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:2017(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2060(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2079(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2134(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2195(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2247(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2344(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2380(FancyBboxPatch)
        1    0.000    0.000    0.001    0.001 patches.py:2644(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2684(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2697(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2768(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2804(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2842(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2904(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2998(Bar)
        1    0.000    0.000    0.002    0.002 patches.py:3088(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3126(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3205(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3335(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3344(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3363(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3382(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3401(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3441(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3461(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3538(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3572(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3594(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3616(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3644(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3726(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3816(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3871(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4265(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:628(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:693(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:868(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:958(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:987(Polygon)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       19    0.000    0.000    0.000    0.000 path.py:96(__init__)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(Path)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
       22    0.000    0.000    0.000    0.000 pathlib.py:1019(__new__)
       57    0.000    0.000    0.000    0.000 pathlib.py:1029(_init)
       26    0.000    0.000    0.000    0.000 pathlib.py:1039(_make_child_relpath)
        7    0.000    0.000    0.000    0.000 pathlib.py:1078(home)
       27    0.000    0.000    0.001    0.000 pathlib.py:1110(glob)
        8    0.000    0.000    0.000    0.000 pathlib.py:1173(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        3    0.000    0.000    0.000    0.000 pathlib.py:1261(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        8    0.000    0.000    0.000    0.000 pathlib.py:1363(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1487(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1494(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
       32    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:315(compile_pattern)
        7    0.000    0.000    0.000    0.000 pathlib.py:372(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:453(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:474(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:483(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
       52    0.000    0.000    0.000    0.000 pathlib.py:497(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:50(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:519(__init__)
       27    0.000    0.000    0.001    0.000 pathlib.py:523(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:544(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:587(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(PurePath)
       32    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       30    0.000    0.000    0.000    0.000 pathlib.py:644(_parse_args)
       22    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parts)
       35    0.000    0.000    0.000    0.000 pathlib.py:677(_from_parsed_parts)
       40    0.000    0.000    0.000    0.000 pathlib.py:687(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:698(_make_child)
       54    0.000    0.000    0.000    0.000 pathlib.py:704(__str__)
       38    0.000    0.000    0.000    0.000 pathlib.py:714(__fspath__)
       27    0.000    0.000    0.000    0.000 pathlib.py:790(name)
       26    0.000    0.000    0.000    0.000 pathlib.py:825(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:835(with_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:919(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:982(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:992(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.018    0.018 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:111(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:159(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:182(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:205(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:247(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:347(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:392(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:446(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:505(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:660(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:714(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:72(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:780(PolarAxes)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:70(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:83(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
      282    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      175    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
      106    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 proj3d.py:3(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:116(contextlib_nullcontext)
        1    0.000    0.000    0.010    0.010 py3k.py:12(<module>)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      233    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
      410    0.000    0.000    0.004    0.000 pyparsing.py:1423(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1647(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1748(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1771(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1835(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
       11    0.000    0.000    0.004    0.000 pyparsing.py:1901(parseString)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2791(_PendingSkip)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2832(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2856(Literal)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2895(_SingleCharLiteral)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
       10    0.000    0.000    0.003    0.000 pyparsing.py:3140(__init__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3246(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3270(Regex)
       27    0.000    0.000    0.008    0.000 pyparsing.py:3294(__init__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3410(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3636(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3706(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3805(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
